id_cliente,id_ciudad,nombre,apellido,tipo_documento,numero_documento,fecha_nacimiento,direccion,email,telefono,estado
7458,434,julie,rosa lumbreras,CC,324238467,1972-01-07,Cl 32 Cr 54,dhrakar@outlook.com,(+57) 602 960 05 43,Activo
5695,185,samu paulino,fabra galvez,CC,372886961,1970-10-30,Cl 63 Sur Cr 170,openldap@mac.com,+576061069464,Activo
5183,719,vicente,egea sanchez,Pasaporte,676002784,1994-03-10,Cl 87 Cr 194A,dmath@live.com,+573152533865,Activo
3945,842,juan carlos,del cordero,CC,134489777,1970-02-16,Cl 9ª Cr 115,dobey@msn.com,(+57)3204425345,Activo
8582,926,carla,blanes espana,Pasaporte,160683519,1972-12-10,Cl 3F Bis Cr 93J,rbarreira@icloud.com,+57 315 838 09 77,Inactivo
2627,799,toribio,herranz jurado,CC,241983623,1989-12-24,Cl 130Y Sur Cr 55,gilmoure@live.com,+573108373896,Inactivo
6311,983,america,rosell ferrandiz,CC,691422249,1989-01-28,Cl 95 Cr 54,grady@verizon.net,(+57) 602 331 52 80,Activo
5264,853,ines,calderon suarez,CC,396565587,1997-10-13,Cl 10V Cr 42,sekiya@gmail.com,(+57)3022290004,Activo
9603,428,trinidad,leiva ribera,CC,347209386,1972-08-04,Cl 3T Cr 29Z,dogdude@yahoo.com,+57 324 233 05 34,Activo
4407,697,luisa,saldana pineiro,CC,854457575,1998-04-05,Cl 23 Cr 85,sfoskett@att.net,(+57)6072925583,Inactivo
7508,920,yago,diez melendez,CC,2665927,1979-11-06,Cl 131 Este Cr 65L,hampton_7508@icloud.com,+57 300 848 92 80,Activo
8885,225,alberto,rius rius,CC,472375244,1982-03-10,Cl 108Y Bis U Cr 98A,singer@mac.com,(+57)3295500238,Activo
4428,585,beatriz,jimenez anton,CC,865123235,1982-01-30,Cl 148A Sur Cr 31,pereinar@mac.com,(+57) 308 074 07 71,Activo
3561,659,adolfo,gaya canales,CC,451513458,1980-05-31,Cl 32K Bis Cr 31,jfreedma@comcast.net,(+57) 320 960 06 78,Activo
4735,131,teofilo,de nunez,CC,681854298,1995-03-29,Cl 5ª Cr 76,hampton@outlook.com,(+57) 603 178 22 74,Activo
9074,588,bruno,cabezas cordero,CC,769075266,1975-09-13,Cl 89 Cr 2I Sur,attwood@yahoo.com,+573145659331,Activo
6166,249,pepe juanito,adan anaya,CC,496935789,1981-02-04,Cl 88 Cr 38,howler@mac.com,+573141940029,Bloqueado
6853,702,isabela,sole nunez,CC,676785273,1980-01-21,Cl 88 Cr 5N,quantaman@icloud.com,+576016223354,Activo
8290,655,amaya,izquierdo gonzalo,CC,610982016,1993-05-24,Cl 144 Cr 73,tellis@gmail.com,(+57)6063950103,Activo
5382,588,gervasio,del galan,CC,327975383,1985-08-16,Cl 150 Cr 33Q Sur,jguyer@verizon.net,(+57) 325 228 50 04,Inactivo
7774,719,isaac,pujol yanez,CC,898556857,1998-02-25,Cl 81 Cr 5ª,adhere@icloud.com,+573052827826,Activo
5235,457,valerio,valentin cespedes,CC,285891566,1989-05-05,Cl 72 Bis Cr 129,jaarnial@verizon.net,+573004425712,Activo
7968,511,cleto,benito mendizabal,CC,822035683,1995-10-11,Cl 8G Cr 7ª,plover@live.com,(+57) 323 519 14 58,Activo
6172,883,erasmo,cabeza martinez,CC,840416625,1999-05-09,Cl 43 Cr 20,wortmanj@verizon.net,+57 607 123 37 08,Activo
2508,653,quirino rosario,vazquez carvajal,CC,476509711,2000-01-17,Cl 123 Cr 3ª,violinhi@aol.com,+573223969146,Activo
9374,182,marcos,alcantara codina,CC,338517373,1992-11-28,Cl 172H Bis Cr 2ª,uncle@sbcglobal.net,+57 300 336 03 03,Activo
8544,482,paloma,abascal lledo,CE,399798377,1998-05-14,Cl 7R Cr 14,krueger@icloud.com,+573299518684,Inactivo
8234,333,ana,sofia nadal campo,CC,75462286,1990-04-23,Cl 199G Cr 56,daveewart@optonline.net,(+57)3206375191,Bloqueado
2753,832,estela,cases peral,CC,697760678,1982-11-06,Cl 3Q Cr 3Z,firstpr@aol.com,(+57)3258762006,Activo
6143,885,borja,diez zorrilla,CC,922834217,1971-01-28,Cl 132T Este Cr 88I,trieuvan@sbcglobal.net,(+57)3004392427,Activo
6988,104,eva maria,de bertran,CC,269930371,1992-10-20,Cl 110 Cr 136X,tbusch@gmail.com,+57 315 832 36 34,Activo
1297,905,elena,del tome,CC,202405684,1984-03-11,Cl 123 Este Cr 125M,yfreund@me.com,(+57) 305 855 26 63,Activo
5865,584,ivan,de manzanares,CC,821941461,1978-04-13,Av Claudia Carmen Salazar Cr 11,jfmulder@mac.com,+573092843786,Activo
2848,360,adelina,roma feijoo,CC,307716213,1989-02-21,Cl 106N Este Cr 5H,parrt@mac.com,+57 326 527 52 25,Activo
8105,472,joel,estevez,CC,605750294,1998-11-07,Cl 10 Cr 25,wiseb@aol.com,(+57)6094516404,Activo
6364,502,ursula anabel,exposito vazquez,CC,168330538,1999-04-03,Cl 3V Sur Cr 144J,barnett@outlook.com,(+57)3073807470,Activo
3711,646,manuelita,gilabert manjon,CC,75803971,1988-03-19,Cl 86 Este Cr 8ª,barlow@yahoo.com,(+57)3173401676,Activo
5893,227,amparo,galvan polo,CC,73354462,1982-05-17,Cl 18R Cr 127,telbij@hotmail.com,(+57) 316 643 65 37,Activo
3140,798,amparo,del ayuso,CC,164585584,1994-11-12,Cl 37 Cr 6A,dalamb@msn.com,+573141185700,Activo
8397,387,angelica,del ortuno,CE,273539781,1995-03-11,Cl 86 Cr 16,psichel@live.com,+57 320 459 59 97,Activo
8679,150,amalia itziar,sebastian revilla,CC,236841522,1980-07-20,Cl 62 Cr 61,cameron@mac.com,(+57) 601 149 21 87,Bloqueado
7093,809,america,moran penalver,CC,230177413,1984-04-28,Cl 53 Cr 97,klaudon@icloud.com,+57 323 304 37 98,Activo
5397,997,elisa,de chaparro,CC,418270234,1976-08-15,Cl 4 Bis W Cr 3ª,gavinls@msn.com,(+57)3012357116,Activo
9236,373,nieves,llado,CC,316651858,1985-11-11,Cl 8 Sur Cr 53R,arathi@comcast.net,+573226106917,Activo
5027,634,juan,antonio benet,CC,787439400,1988-12-06,Cl 100 Cr 173K Este,parkes@icloud.com,(+57)3036117876,Activo
8645,738,gustavo,barbera frias,CC,410578244,1991-06-18,Cl 87 Cr 91P,cyrus@aol.com,(+57)3008134270,Activo
4841,364,eliana,pacheco ponce,CC,820844043,1973-04-08,Cl 3ª Cr 24,isotopian@hotmail.com,(+57) 603 506 44 41,Activo
6215,543,dalila,pino verdu,CC,488952584,1992-09-21,Cl 64 Cr 178U,marnanel@icloud.com,(+57)3231081651,Activo
2741,441,marciano,diaz,CC,666742334,1985-04-16,Cl 40L Cr 32 Sur,nwiger@verizon.net,+573136515100,Activo
3153,118,timoteo,pinilla calderon,CC,398438525,1975-06-05,Cl 57 Cr 57,elmer@comcast.net,(+57) 325 892 62 97,Bloqueado
4957,231,malena,roma barrena,CC,518886650,1977-08-15,Cl 55 Cr 183A,natepuri@gmail.com,(+57)3067474195,Activo
2670,543,silvia,leon duque,CE,843676851,1991-04-12,Cl 152 Cr 18,tmaek@gmail.com,+573152579601,Activo
4932,850,ema,del garrido,CC,808961337,1986-01-24,Cl 98 Cr 105G,manuals@yahoo.ca,+57 326 225 47 88,Activo
8400,970,eva,gonzalez cano,CE,118872429,1972-11-12,Cl 93 Cr 40,neonatus@live.com,+573081103456,Activo
4811,698,eutropio,sedano cabanillas,CC,399299006,1987-10-03,Cl 93 Cr 139 Sur,crusader@verizon.net,+573110206214,Activo
6558,260,dafne,cerdan pujol,CC,555520398,1988-09-24,Cl 33C Cr 49,dogdude@mac.com,+57 307 942 53 93,Activo
3200,229,oscar,de mascaro,CC,695836620,1989-09-26,Cl 28 Cr 9B,mastinfo@outlook.com,(+57)3228110349,Activo
8097,332,catalina,peralta patino,CC,524326056,1970-06-26,Cl 162W Bis U Cr 103 Bis,munge@verizon.net,(+57)6024362365,Activo
1981,703,barbara,elorza jorda,Pasaporte,417370057,1989-11-28,Cl 95Q Cr 94,milton@att.net,+57 601 820 16 92,Activo
3249,840,loreto,burgos,CC,618830458,1980-05-20,Cl 91 Cr 198,redingtn@hotmail.com,(+57) 302 491 80 94,Activo
1863,183,estela,marquez arce,CC,638421587,1972-12-18,Cl 4X Sur Cr 37M Bis,fviegas@sbcglobal.net,+573223930378,Activo
1933,341,paloma,segarra menendez,CC,715584026,1978-03-09,Cl 56 Cr 4Q,rgarcia@live.com,(+57)3220335707,Activo
1794,926,claudio maximino,cobos cordoba,CE,343830854,1998-01-05,Cl 188H Sur Cr 9ª,ovprit@msn.com,+576046493824,Activo
2841,610,josefina,rey melendez,CC,959369633,1973-01-12,Cl 1T Cr 95,teverett@att.net,(+57)6019861455,Activo
5086,708,nilda,de garrido,CC,120307906,1982-12-29,Cl 55 Cr 54X,ghost@yahoo.ca,+57 317 616 47 30,Activo
7350,479,gregorio,llabres rebollo,CC,38941510,1983-03-30,Cl 29 Cr 6ª,intlprog@verizon.net,(+57)6076742695,Inactivo
5705,674,edmundo,de marco,CC,220916008,1993-09-28,Cl 8E Cr 4ª,frosal@msn.com,(+57)6092901533,Inactivo
6869,393,amaya,ruiz campoy,CC,998616093,1985-01-30,Cl 132 Cr 6ª,sabren@comcast.net,+57 323 691 61 34,Activo
8641,327,nacio,perera lerma,CC,373405527,1995-08-17,Cl 157 Cr 58,hermes@outlook.com,(+57) 304 403 48 57,Activo
8230,653,damian,vicens cabrera,CC,502081017,1995-11-03,Cl 133W Cr 7D,shrapnull@live.com,(+57) 605 691 88 86,Activo
9202,928,marcela teofila,arnal lasa,CC,556642030,1999-04-22,Cl 54 Cr 182Z,jimmichie@optonline.net,+573105358057,Inactivo
6264,610,reina,losada alfonso,CC,724681364,1981-02-19,Cl 47Y Cr 30,bjornk@aol.com,(+57) 305 384 57 35,Inactivo
8938,852,isa,arenas mariscal,CC,380985447,1972-04-27,Cl 56 Cr 71,ghost@sbcglobal.net,(+57)3285507251,Activo
6807,973,morena,roura,CC,535349498,1998-09-01,Cl 104 Cr 5ª,curly@icloud.com,(+57) 328 914 68 81,Activo
7067,834,odalys,benitez,CC,962790808,1996-10-16,Cl 89 Cr 45,jacks@outlook.com,+57 324 377 26 14,Activo
5447,237,emma,del amor,CC,103480572,1980-10-08,Cl 41W Cr 9L Bis P,mbswan@optonline.net,+573153904955,Activo
8031,737,seve,villanueva anaya,CE,825885821,1975-02-06,Cl 19 Cr 7T,jelmer@gmail.com,(+57) 303 193 79 26,Activo
6340,653,montserrat,armas salamanca,CC,488352265,1994-03-11,Cl 24 Cr 39,podmaster@yahoo.com,+57 307 193 46 22,Activo
2491,146,ildefonso,feliu esteban,CC,939322401,1997-06-14,Cl 142N Cr 74,malin@verizon.net,+573039066122,Activo
3466,402,ligia,ocana arregui,CC,525935545,1987-12-02,Cl 30 Cr 8Y,dsugal@hotmail.com,(+57) 313 405 53 72,Activo
5002,719,sarita,neira toro,CC,189798398,1981-04-06,Cl 145 Cr 188,ninenine@icloud.com,(+57) 313 053 63 15,Activo
1642,910,timoteo,pacheco pozo,CE,824301947,1970-04-20,Cl 68 Cr 168U Sur,damian@icloud.com,+57 605 247 08 97,Activo
6211,438,ester anabel,fabregat nunez,CC,592567861,1991-06-11,Cl 4ª Cr 86O,phish@hotmail.com,+57 326 929 19 57,Activo
7218,364,rosenda,villanueva herrera,CC,203535929,1987-08-09,Cl 1W Cr 187,rnelson@gmail.com,(+57)3176522729,Activo
4919,855,ariel,gallego diego,CC,689815242,1981-08-16,Cl 124 Bis Cr 1N,slaff@aol.com,+573177345759,Activo
6752,484,juliana,alarcon molins,CC,17630991,1983-06-23,Cl 8ª Cr 135,ninenine@live.com,+573239947622,Inactivo
2666,660,catalina,mendez,CE,613070114,1995-01-07,Cl 7ª Cr 28V,johnh@yahoo.ca,(+57)3126059946,Inactivo
9729,482,susanita,pascual salamanca,CC,727940832,1972-12-10,Cl 99 Cr 52,ryanshaw@comcast.net,+57 306 939 61 07,Bloqueado
3971,249,dimas rafael,polo bravo,Pasaporte,904694222,1970-08-05,Cl 50 Cr 9ª,gerlo@yahoo.ca,+573250223518,Activo
6823,785,anabel,pou lasa,CC,670561501,1972-09-29,Cl 134 Cr 86,noneme_6823@me.com,(+57)3176417504,Activo
8165,428,nadia natividad,marco flores,CC,453546197,1985-05-14,Cl 28G Cr 5ª,squirrel@comcast.net,(+57) 605 979 71 95,Activo
1230,640,maximo,tellez ferrera,CC,441884619,1997-10-07,Cl 34 Cr 21,sakusha@yahoo.com,+57 602 324 80 10,Activo
1675,947,gala clarisa,ballesteros llopis,CE,810152492,1986-12-31,Cl 149 Sur Cr 7ª,seano@sbcglobal.net,+573176897871,Activo
6085,869,amancio,aliaga sierra,CC,333683295,1991-02-25,Cl 35 Cr 86,bmidd@msn.com,+57 603 237 23 31,Activo
8871,928,cesar,nogues tomas,CC,983454474,1973-07-13,Cl 55 Cr 5ª,oracle@verizon.net,+573231648776,Bloqueado
1315,786,brigida,jove carretero,CC,493230584,1998-04-07,Cl 58 Cr 98 Sur,jrifkin@yahoo.com,+57 607 291 62 92,Activo
5531,790,vito,del abad,CC,596710450,1980-09-01,Cl 42 Este Cr 147,sherzodr@att.net,(+57) 303 689 55 94,Activo
4889,993,nayara fanny,julia sierra,CC,537820889,1998-02-22,Cl 26H Bis Z Cr 199S,rsmartin@msn.com,+57 608 825 57 67,Activo
4680,402,isidoro,salas marques,CC,793409213,1980-10-04,Cl 66 Cr 50V,jsbach@aol.com,+573162347036,Activo
5495,787,vicente,palomino adadia,CC,290145530,1979-12-29,Cl 95 Cr 117,wmszeliga@mac.com,(+57)3187680032,Activo
2689,173,sandalio,de figueroa,CC,575604705,1978-06-23,Cl 14 Cr 121,william@hotmail.com,(+57)3157364094,Activo
2808,584,elodia,pinto,CC,530161742,1999-12-09,Cl 4ª Cr 64,gastown@comcast.net,(+57)6058812577,Activo
8497,166,felipe,carro ramis,CC,398055897,1992-05-20,Cl 64 Cr 7K,improv@live.com,+57 607 508 97 18,Inactivo
6192,439,ana belen,alvarado bueno,CC,601540472,1970-03-13,Cl 96Z Cr 78A,gfxguy@outlook.com,+57 325 142 25 28,Activo
2935,850,marisela,sanmiguel pedraza,CC,380452047,1995-03-12,Cl 99 Cr 100Q Bis C,marcs@outlook.com,(+57) 324 430 16 04,Bloqueado
3169,553,jesusa,benavente ferrandez,CE,357998067,1997-07-31,Cl 6 Este Cr 14,skippy@yahoo.ca,(+57) 318 066 73 83,Activo
8207,661,alonso,diaz donoso,CE,580512889,1996-04-14,Cl 66 Cr 1 Bis,jyoliver@sbcglobal.net,(+57)3260619309,Activo
4786,750,filomena,pombo pla,CC,259558883,1978-03-21,Cl 6ª Cr 6J,afifi@hotmail.com,+576015742125,Activo
6581,385,cristobal,cabello pol,CC,827422565,1993-05-07,Cl 4 Bis Cr 112,muadip@gmail.com,+573182056017,Activo
7633,253,maribel,murillo alcaraz,CC,858610904,1977-09-18,Cl 64 Cr 154T,hyper@icloud.com,(+57)3184968516,Activo
6091,331,mayte,cuesta acosta,CC,211565169,1977-01-05,Cl 50 Cr 55,spadkins@att.net,(+57)3107765951,Inactivo
9710,659,remigio,villalonga roman,CC,352333974,1990-10-29,Cl 89P Cr 4E Bis J,oneiros@icloud.com,+57 601 815 42 23,Bloqueado
6816,203,vanesa,villaverde,CC,942334551,1986-07-05,Cl 140 Cr 40,miltchev@gmail.com,+57 303 116 70 65,Activo
8898,937,maristela,corbacho alegria,CE,194814620,1974-11-29,Cl 6O Cr 20 Bis S,uqmcolyv@att.net,+573070459976,Activo
4845,815,manuelita,cervera botella,CC,413190464,1989-05-27,Cl 91 Cr 9 Bis L,william@comcast.net,+57 309 716 04 64,Activo
4371,661,borja,canet gallo,CE,724643940,1999-07-16,Cl 128 Av Jesus Cristian Carrillo Ramos,lipeng@comcast.net,+573178178748,Bloqueado
7256,417,clotilde chita,fabregas toro,CC,112751891,1986-06-19,Cl 86 Cr 68,sbmrjbr@msn.com,+576073066461,Activo
8115,310,olimpia,girona paredes,CC,613752560,1973-04-07,Cl 47 Cr 178G,ryanvm@sbcglobal.net,+57 312 465 32 96,Activo
9879,829,ruben,de arribas,CC,501342395,1977-02-19,Cl 31 Cr 58 Bis R,mbswan@msn.com,(+57) 607 928 34 20,Activo
7693,301,edgar manu,suarez anglada,CC,90833289,1975-05-23,Cl 147 Cr 103K Bis,dbanarse@yahoo.ca,(+57)3189484836,Activo
7570,185,luna,morcillo carretero,CC,865271752,1985-04-15,Cl 39 Cr 4ª,frikazoyd@me.com,+57 325 781 54 80,Activo
7084,790,eladio,salcedo cabanillas,CC,605331513,1983-12-31,Cl 87 Cr 73,mosses@gmail.com,(+57)3092825385,Activo
4366,838,gisela,camara duarte,CC,626875043,1985-03-14,Cl 86 Cr 128,parasite@optonline.net,+57 609 941 85 44,Activo
5514,869,nicanor,de moliner,CC,939616607,1977-11-08,Cl 93 Cr 172,samavati@me.com,(+57) 606 191 52 97,Activo
2780,790,rosario,paz figueroa,CC,207321475,1979-09-13,Cl 23 Cr 9ª,rfoley@mac.com,(+57)3193642352,Activo
8193,818,gloria,esteve perez,CC,64510454,1988-11-04,Cl 84Z Cr 122,yfreund@verizon.net,+573014341204,Activo
4621,762,alexandra,pedrosa asensio,CC,58765408,1987-12-21,Cl 49 Cr 118P Bis,fglock@gmail.com,+57 313 606 47 83,Activo
8114,142,lucho lucio,gallart bartolome,CC,34414626,1998-11-09,Cl 3D Cr 8ª,bebing@hotmail.com,+573291094453,Inactivo
5745,651,lola vanesa,roda verdejo,CC,619186157,1980-10-04,Cl 125 Cr 96,cumarana@live.com,+57 301 229 26 92,Activo
5092,274,alejandra,alvarado rocamora,CC,194170631,1988-12-06,Cl 6B Bis C Cr 71,smpeters@mac.com,+57 302 742 06 55,Activo
3997,156,cristina,navas sanz,CC,618648104,1998-12-13,Cl 3ª Cr 84,madler@gmail.com,(+57)3180630812,Activo
2479,593,desiderio,vizcaino segui,CC,81821405,1982-10-14,Cl 116 Cr 4B Sur,mgemmons@yahoo.ca,(+57) 308 592 55 39,Activo
1800,653,nelida,gallart ochoa,CE,914764023,1978-05-06,Cl 47 Cr 168,lstein@msn.com,(+57) 601 895 21 47,Activo
9368,939,aurea,sandoval robles,Pasaporte,443487276,1970-04-17,Cl 37 Cr 36,skythe@optonline.net,+57 302 888 88 75,Activo
5313,372,bibiana,azcona,CC,232957577,1994-09-27,Cl 9ª Cr 125,alias@comcast.net,(+57) 313 755 89 05,Activo
6963,331,marcos,arnal sola,CC,230823474,1977-08-17,Cl 30 Cr 59,dburrows@comcast.net,(+57)3063208329,Inactivo
7957,177,soledad ani,garrido duran,CC,35748503,1970-01-28,Cl 154 Cr 20G,eegsa@sbcglobal.net,+573243946227,Bloqueado
2234,601,rodolfo duilio,terron serrano,CC,333153094,1983-12-20,Cl 62 Cr 97,gfxguy@hotmail.com,(+57)6041175639,Activo
2527,124,carolina,ferreras bolanos,CC,766628158,1971-11-20,Cl 29P Cr 20,gumpish@optonline.net,(+57) 314 806 86 80,Activo
1839,122,eladio,querol,CC,97346350,1990-08-07,Cl 7Z Cr 9G Bis Y,rhialto@yahoo.com,+573193706666,Activo
2351,327,irene,orozco millan,CC,815300408,1970-05-14,Cl 95 Cr 8 Bis V,phyruxus@mac.com,(+57) 312 337 48 52,Activo
8209,565,yago,heredia francisco,CC,731638468,1988-10-11,Cl 143 Cr 131,jshearer@yahoo.com,+576039753399,Activo
1027,687,hernan,diego ferreras,CC,153488713,1996-09-04,Cl 2I Bis T Cr 3 Bis,fwiles@live.com,(+57) 329 151 67 85,Inactivo
4623,834,dario severino,falcon rodriguez,CC,226198529,1994-08-17,Cl 80 Cr 27O,kayvonf@sbcglobal.net,+57 315 971 89 47,Activo
7551,279,eli,rovira busquets,CC,547994907,1978-09-02,Cl 146U Cr 137Y,pappp@icloud.com,+57 308 091 89 05,Activo
3424,458,remedios,barbero calderon,CC,251661605,1991-01-03,Cl 140U Bis P Cr 163,timlinux@icloud.com,+57 304 613 95 63,Activo
3450,550,telmo,azcona huerta,CC,336503354,1987-01-24,Cl 46 Cr 39 Bis,feamster@mac.com,(+57) 327 278 93 52,Activo
1324,890,jose luis,salgado monreal,CC,478343065,1975-08-13,Cl 80 Cr 1F,dexter@yahoo.ca,(+57) 316 813 97 80,Activo
5400,387,maximiliano,ferrer sole,CE,507099822,1982-02-10,Cl 149H Cr 121B,symbolic@optonline.net,(+57)3116641245,Bloqueado
3086,128,seve,pellicer arevalo,CC,772184710,1989-07-06,Cl 36M Cr 148N,intlprog@live.com,(+57) 605 758 28 35,Activo
5958,485,poncio,gallart cano,CC,91723132,1977-04-22,Cl 2ª Cr 67,msloan@live.com,+57 315 809 82 95,Activo
1915,904,abril,morante portero,CC,734323158,1982-07-16,Cl 64G Cr 50,wbarker@aol.com,+57 324 365 63 10,Activo
7737,326,alondra,arroyo moraleda,CC,36524616,1971-06-19,Cl 140 Cr 182,niknejad@msn.com,(+57)3071491602,Activo
2412,124,nando,neira garcia,CC,994234258,1979-03-14,Cl 7ª Cr 81,koudas@icloud.com,+576038514447,Bloqueado
4456,892,soraya,puig estrada,CC,896170908,1992-01-17,Cl 52 Cr 136 Bis V,cantu@outlook.com,+576015674114,Activo
2058,420,teresita,ferrera bernat,CE,590673700,1984-10-09,Cl 140 Cr 4Z,nighthawk@hotmail.com,+57 319 779 94 38,Activo
2146,486,ignacio,mendez casanovas,CC,887308149,1973-01-12,Cl 175 Bis Y Cr 2D,peterhoeg@yahoo.com,(+57)3199454324,Activo
7019,744,isabel,bayo sanchez,CC,548749432,1991-03-27,Cl 12 Cr 47,jonadab@outlook.com,(+57)3158717899,Activo
7746,169,ligia,linares isern,CE,644921680,1993-09-13,Cl 167H Cr 134Y,gamma@sbcglobal.net,+573251894018,Activo
1012,699,simon,gaya vallejo,CC,29550002,1995-08-09,Cl 7ª Cr 71,wbarker@sbcglobal.net,(+57) 314 644 14 06,Bloqueado
3644,193,chus,larranaga hernando,CC,567070206,1993-10-30,Cl 82 Cr 164,conteb@mac.com,+57 315 746 21 59,Activo
5717,361,angeles,arevalo balaguer,CC,474053378,1993-03-24,Cl 1 Este Cr 108,mugwump@verizon.net,(+57)3219801104,Activo
5729,451,benito juan francisco,aramburu fiol,CC,228105523,1984-05-24,Cl 102O Cr 19,andrei@outlook.com,(+57) 327 162 33 57,Activo
6181,367,amaya,valderrama gomis,CC,156157855,1994-01-25,Cl 9U Cr 144I,roamer@sbcglobal.net,(+57) 329 402 31 02,Activo
4677,691,beatriz,rodriguez iborra,CC,271625878,1982-09-25,Cl 8L Este Cr 62,malattia@msn.com,+57 305 920 54 83,Activo
2920,763,amilcar,ortega gallo,Pasaporte,646788816,1987-01-27,Cl 97 Cr 74T,aschmitz@sbcglobal.net,(+57) 325 903 79 94,Activo
4151,555,seve,laguna bas,CE,12492339,1980-07-05,Cl 4K Cr 3ª,ovprit@aol.com,(+57) 306 972 35 55,Activo
4319,517,francisco,javier coloma,CC,103283551,1986-04-22,Cl 24 Cr 4J Bis,jaarnial@att.net,+57 604 107 06 03,Activo
8412,479,erasmo,crespo gallego,CC,196617868,1993-01-12,Cl 5G Cr 2T,murty@icloud.com,+573064006297,Activo
1584,159,octavio,perello losada,CE,309918503,1976-04-26,Cl 43 Cr 1C,loscar@sbcglobal.net,(+57) 315 822 55 78,Activo
9779,928,camila leticia,arevalo cuenca,CC,236858195,1989-12-20,Cl 182 Cr 12,telbij@verizon.net,(+57)6095625064,Activo
2318,200,aurea manuela,pinol bernal,CE,176957307,1985-07-07,Cl 147L Cr 78,fmtbebuck@live.com,(+57) 329 963 73 33,Activo
6780,173,carina,arcos vara,CC,85891759,1977-06-20,Cl 42U Bis O Cr 174 Bis P,evilopie@att.net,(+57) 603 825 55 69,Activo
8789,769,yago,baro garmendia,CC,517728790,1995-02-28,Cl 42 Cr 80Q Este,aibrahim@icloud.com,(+57)6017119524,Activo
6090,827,antonio,folch grande,CC,975036348,1986-01-10,Cl 12L Cr 196M,uqmcolyv@aol.com,+57 304 763 32 87,Activo
7018,303,jose ramon,de aguilera,CC,233667233,1991-01-18,Cl 178 Cr 13D Bis I,hermes@aol.com,(+57)3022691604,Activo
3294,633,dulce caridad,rojas angel,CC,931051602,1980-07-02,Cl 83 Cr 43,krueger@msn.com,+573112178760,Activo
2258,691,cruz,benitez,CC,217665096,1999-12-30,Cl 9L Sur Cr 77 Bis,danneng@att.net,(+57)3091119544,Activo
1033,827,fabio,carnero boix,CC,445886405,1983-05-04,Cl 8 Este Cr 1ª,pgolle@yahoo.com,(+57)3239993092,Activo
9403,959,nayara,casanovas alarcon,CC,441517897,1995-12-30,Cl 34 Cr 65,scitext@comcast.net,(+57)6064839348,Activo
4646,190,miguel,villegas jover,CC,444016239,1992-04-30,Cl 165 Cr 38,goresky@gmail.com,+57 310 041 01 61,Inactivo
9086,602,ildefonso,guillen arrieta,CC,691352836,1995-12-09,Cl 9 Este Cr 118 Bis,shawnce@optonline.net,+57 318 688 81 05,Activo
7238,299,jose ignacio,armas ramirez,Pasaporte,126882712,1993-04-18,Cl 9ª Cr 43,ubergeeb@live.com,(+57)6044932107,Activo
3441,259,maria jesus celestina,casas carrasco,CC,299229747,1975-02-12,Cl 15 Cr 19,redingtn@yahoo.ca,+57 308 500 72 54,Activo
7885,922,mamen,ledesma escribano,CC,418715789,1995-04-07,Cl 82 Cr 171,nimaclea@live.com,+573092499283,Activo
5047,470,ambrosio,casanovas piquer,CC,707512833,1989-10-04,Cl 102W Bis J Cr 160,iapetus@aol.com,(+57) 301 754 02 76,Activo
7588,278,joan,ferran alegria,CC,365995995,1985-01-23,Cl 17 Cr 6G,skythe@outlook.com,(+57)3234588114,Activo
4766,218,vasco,tamayo barrio,CC,668683108,1994-01-07,Cl 76W Cr 122,anicolao@aol.com,+57 326 220 30 48,Activo
9448,472,leire aroa,alfaro olmo,CC,764899628,1982-12-03,Cl 108 Cr 5ª,hahsler@yahoo.ca,+57 305 559 72 18,Activo
6580,826,felix,guardia arenas,CC,69881648,1993-09-07,Cl 19M Cr 156M Sur,tokuhirom@comcast.net,+57 329 984 07 37,Inactivo
9324,147,gloria,dalmau bolanos,CC,154738758,1973-06-12,Cl 49 Bis Cr 74,mhoffman@live.com,+573028473737,Activo
8280,997,eliana,solsona giron,CC,582993692,1983-03-08,Cl 16 Cr 30J,mahbub@verizon.net,(+57) 317 036 56 23,Activo
1774,451,liliana,valdes bilbao,CC,276721324,1999-07-04,Cl 112 Cr 4O,janneh@gmail.com,+573124039674,Activo
9235,778,tomasa,feijoo alvarado,CC,96006805,1979-04-08,Cl 78 Cr 88,jonathan@yahoo.com,(+57)3086915614,Activo
1085,691,jose angel,velez vila,CC,144823700,1998-01-14,Cl 53U Cr 7ª,zeitlin@aol.com,+573123892873,Activo
1306,584,pio,roma estevez,CC,873996363,1972-02-27,Cl 2I Cr 62,telbij@yahoo.com,+573060734859,Activo
5167,573,amelia,tello toledo,CC,569999245,1988-12-17,Cl 40 Cr 110L,cparis@me.com,+57 313 186 92 80,Inactivo
4119,487,roberta,de lamas,CC,576172557,1991-02-20,Cl 44 Cr 165,dburrows@gmail.com,(+57)3046032922,Activo
5713,790,primitivo,melero daza,CC,674576987,1975-12-14,Cl 51 Cr 154,budinger@gmail.com,+57 314 179 86 28,Activo
1512,122,benigno,sanz gomis,CC,381657202,1998-05-20,Cl 6R Cr 196E,mnemonic@comcast.net,+57 602 680 10 40,Activo
2902,340,reyna,rivas porcel,CE,247145193,1974-01-28,Cl 29 Cr 128N,techie@yahoo.ca,(+57)3008338753,Activo
