ID_PRODUCTO_PASIVO,ID_PRODUCTO_BANCO,ID_CLIENTE,NO_CUENTA,SALDO_ACTUAL,CUOTA_MANEJO,FECHA_APERTURA
36376,3,2993,4093-5500-0706-7469-1133,4052658723.2754,22000.0,30-06-11
40596,2,4025,4093-5500-9342-3380-2600,2857150731.2753,15600.0,23-12-21
23333,3,5297,4093-5500-3482-1792-2779,272551603.55,22000.0,23-08-15
75367,2,7370,4093-5500-3774-9488-1546,4608338056.531,15600.0,26-01-14
16049,4,2994,4093-5500-2413-9540-9216,8246385313.97378,3400.0,06-04-22
77024,4,2639,4093-5500-0254-9312-5061,7421896528.13,3400.0,22-04-09
66108,1,2405,4093-5500-1919-1507-2487,9901636609.3,7200.0,21-12-22
79496,1,9536,4093-5500-3949-4118-0079,6297705181.863,7200.0,31-10-14
68585,4,2362,4093-5500-4782-9038-3750,947985567.135,3400.0,03-08-12
67750,3,4832,4093-5500-9674-9602-1956,9340306481.0,22000.0,16-09-07
26679,1,9851,4093-5500-9289-3911-3946,1224696088.5132,7200.0,31-10-24
87848,1,1884,4093-5500-3567-1810-5897,3518968926.9167,7200.0,17-10-21
55919,2,2622,4093-5500-9269-2133-7261,7725796457.0,15600.0,10-03-03
75094,4,6853,4093-5500-3605-5758-0046,4239793862.229,3400.0,29-04-13
38843,1,5264,4093-5500-9650-7602-4057,2191510414.0,7200.0,06-03-06
69198,1,8679,4093-5500-9879-1699-9460,7814044502.4036,7200.0,30-06-24
24963,3,3136,4093-5500-1292-4672-2270,5073510930.252,22000.0,11-05-10
33338,4,4845,4093-5500-2397-3373-8065,2000775347.799,3400.0,18-07-12
79417,3,7049,4093-5500-3245-7766-5781,8444049977.5474,22000.0,09-08-10
37302,4,9932,4093-5500-1707-5722-9164,8845696970.57,3400.0,22-11-16
26641,2,8428,4093-5500-2423-9147-8157,2969965964.9,15600.0,25-03-19
96795,3,3891,4093-5500-6100-7806-4161,6790418595.676,22000.0,26-03-06
70979,4,9457,4093-5500-8812-8747-8147,3574996937.518,3400.0,04-09-07
12335,4,6232,4093-5500-1288-8189-8519,921967946.9,3400.0,27-07-18
13848,3,4765,4093-5500-6045-5517-9671,8977607007.4,22000.0,08-05-25
39326,1,7774,4093-5500-1930-9718-4093,2394135907.2,7200.0,13-01-09
14733,2,6172,4093-5500-7115-7557-4541,4430060338.586,15600.0,15-02-10
53636,4,5309,4093-5500-6411-1729-2091,136969326.294,3400.0,18-04-12
46664,4,6979,4093-5500-6848-5534-8541,7621661532.786,3400.0,13-08-03
82871,1,1413,4093-5500-5833-7782-1323,1985580102.31118,7200.0,01-03-03
33587,2,6752,4093-5500-1388-9261-6398,6720294335.2174,15600.0,10-09-19
19738,3,9474,4093-5500-8137-6270-9259,3138316403.23775,22000.0,24-10-13
61507,2,1774,4093-5500-2174-6221-4233,8324886640.45089,15600.0,14-05-24
24395,2,6326,4093-5500-9453-5650-1597,2283026776.24,15600.0,06-12-09
87789,3,1201,4093-5500-5966-3354-8139,1533955897.38,22000.0,18-02-02
53504,3,8228,4093-5500-9452-6528-7621,7527355793.3684,22000.0,02-04-16
22959,3,7030,4093-5500-2562-8937-9506,6470693823.75,22000.0,18-05-14
40308,1,7862,4093-5500-3497-3457-3448,5920282048.1557,7200.0,12-04-22
43835,1,4919,4093-5500-5642-5430-3808,1343345965.35782,7200.0,20-04-12
61380,2,9125,4093-5500-1924-8635-1012,5576562575.21,15600.0,05-10-08
31479,2,1533,4093-5500-5097-5228-3774,2804626276.6,15600.0,16-02-18
48041,1,3358,4093-5500-9141-9253-8763,900496348.74,7200.0,03-04-21
62604,1,6312,4093-5500-4947-6631-6579,8131085791.9,7200.0,23-12-24
82780,3,9725,4093-5500-9622-2806-3478,7271874535.1308,22000.0,25-04-15
88382,1,4939,4093-5500-6843-3724-8376,7956446306.50885,7200.0,23-08-08
77873,4,9236,4093-5500-3450-4196-7580,3115023398.64859,3400.0,05-03-19
34417,4,5015,4093-5500-8476-5975-6933,234262039.6,3400.0,08-05-15
15756,1,3441,4093-5500-8828-0993-6053,1370078482.2,7200.0,30-11-14
71710,4,1015,4093-5500-3224-4843-6823,1180068884.27,3400.0,26-11-04
59415,4,2146,4093-5500-7524-5455-3801,1294988524.59,3400.0,28-10-18
88379,2,5002,4093-5500-4936-6452-0994,552155962.235,15600.0,11-12-07
29134,3,2423,4093-5500-6870-5496-4525,1998158306.19,22000.0,15-10-04
55716,3,6085,4093-5500-8633-6696-9098,8684670759.824,22000.0,17-01-09
12002,4,7795,4093-5500-5501-1307-0010,1578484136.12,3400.0,14-10-13
17965,2,2808,4093-5500-5499-2490-7578,6704344057.672,15600.0,24-09-13
51415,3,1306,4093-5500-7857-4051-3226,563336100.1,22000.0,09-12-20
12013,4,6558,4093-5500-3073-4644-3732,7943470320.815,3400.0,23-11-25
70505,1,3090,4093-5500-4613-1115-7180,2282753003.9719,7200.0,07-09-07
57701,4,8275,4093-5500-1343-1525-6159,4247856679.3697,3400.0,17-08-06
82232,4,8871,4093-5500-3693-0786-3872,9267554687.7431,3400.0,06-11-23
15801,1,6127,4093-5500-5960-9510-3089,639713394.8,7200.0,18-05-04
64727,3,8058,4093-5500-1711-8151-8114,7639177790.83,22000.0,10-02-09
53915,3,9086,4093-5500-1076-3275-9762,3557329621.78,22000.0,21-09-20
11162,4,7325,4093-5500-3701-7150-7251,2446588432.40522,3400.0,10-01-19
87955,2,5053,4093-5500-2144-5388-2525,6767278196.17,15600.0,23-05-10
37239,3,3609,4093-5500-6466-8766-9928,546054682.67,22000.0,24-03-12
30726,1,6816,4093-5500-3778-4649-9258,5171432272.14,7200.0,21-12-03
87637,2,5015,4093-5500-3439-1607-0246,1056686163.255,15600.0,05-06-21
74210,4,4957,4093-5500-4235-7925-1879,5576520330.1414,3400.0,21-05-12
14134,4,5440,4093-5500-8500-5873-2152,1368134833.6711,3400.0,28-11-22
86667,1,7093,4093-5500-4375-2469-6827,8236511326.3,7200.0,24-04-23
65931,3,8365,4093-5500-6343-2599-6535,1172169799.77,22000.0,02-11-21
61795,3,8234,4093-5500-4217-6275-1036,6643860361.53919,22000.0,01-06-23
86995,3,2455,4093-5500-3233-3099-4917,2453813209.5644,22000.0,28-04-08
34898,4,1642,4093-5500-3241-5775-9430,2147847239.8,3400.0,15-09-02
43990,3,3206,4093-5500-4895-2324-4306,2052989865.15,22000.0,26-01-16
32158,2,1844,4093-5500-8365-0287-6134,7241606166.7,15600.0,18-04-17
14565,3,1196,4093-5500-7060-6567-0445,1963128850.2,22000.0,06-09-18
17045,3,8978,4093-5500-4733-2660-7361,9147975859.8,22000.0,11-04-21
33691,2,5548,4093-5500-0593-2076-4491,8911127748.64873,15600.0,30-04-20
81717,4,6869,4093-5500-7745-4018-3052,6000748103.7,3400.0,25-12-16
27950,2,8868,4093-5500-6373-5260-8017,7558303557.9522,15600.0,07-07-11
56106,3,1731,4093-5500-4552-9552-2916,7079649755.37,22000.0,14-07-22
48607,2,8618,4093-5500-7833-1799-8288,277550348.5024,15600.0,22-07-03
27435,1,3238,4093-5500-8786-1573-3249,1474687220.0,7200.0,06-08-18
31020,2,8930,4093-5500-3196-6366-1405,7163597972.9,15600.0,30-01-11
29357,2,5148,4093-5500-5367-4202-2839,242584064.41,15600.0,25-12-17
55693,4,5912,4093-5500-6537-7383-8849,6955334494.18,3400.0,31-01-09
80707,4,7799,4093-5500-9773-7686-1076,4757538901.327,3400.0,26-06-13
34258,2,7408,4093-5500-7928-4972-1405,2169542553.4,15600.0,07-01-19
51538,4,2889,4093-5500-8525-0059-1081,8350303353.857,3400.0,23-03-14
65540,2,5378,4093-5500-0241-1449-5663,4771127201.68,15600.0,17-11-25
62258,2,8171,4093-5500-0839-3031-2879,5136681590.51547,15600.0,14-04-01
77547,1,2661,4093-5500-5572-8042-8161,664034471.8,7200.0,02-10-19
85390,2,2407,4093-5500-9395-2154-3771,8284102240.4592,15600.0,20-01-22
12822,2,3392,4093-5500-9646-2689-8112,8456198287.40315,15600.0,07-10-05
53331,3,1306,4093-5500-6481-0753-0409,205126214.147,22000.0,22-09-15
16766,2,6926,4093-5500-7989-5126-1087,5516467683.39,15600.0,09-01-17
43741,3,7500,4093-5500-5140-4160-1296,4751691666.9969,22000.0,14-03-12
31369,4,9745,4093-5500-3814-5327-6167,7654104633.83,3400.0,10-06-05
76777,3,7047,4093-5500-2039-1668-7088,416089805.8,22000.0,20-01-03
39605,1,6975,4093-5500-6738-1946-5904,7150371634.7,7200.0,06-01-05
70949,2,3925,4093-5500-8273-3650-7481,836113431.38035,15600.0,26-12-08
26323,4,2334,4093-5500-3969-2336-1473,2949134496.946,3400.0,19-11-23
31452,2,1457,4093-5500-0486-1215-1296,9129480798.93821,15600.0,30-12-24
79769,4,3466,4093-5500-5590-1082-4295,2183229187.58219,3400.0,16-01-15
73117,3,8914,4093-5500-0513-8446-4128,7072952885.822,22000.0,19-03-22
57409,4,7210,4093-5500-7782-9355-0737,1506054686.45,3400.0,09-10-21
56138,1,1764,4093-5500-1396-2883-7932,296592851.9309,7200.0,17-09-16
95222,2,9536,4093-5500-8453-1294-6614,5798009976.2434,15600.0,05-03-20
72249,4,2689,4093-5500-2868-3162-3896,6321815687.7,3400.0,07-09-09
49887,4,6938,4093-5500-6041-7425-4378,2687692333.0,3400.0,11-12-12
52467,2,2601,4093-5500-4194-9131-2535,3336031699.66,15600.0,28-06-10
70243,3,1876,4093-5500-1060-0528-6125,6293675067.4558,22000.0,13-11-19
38505,2,4558,4093-5500-3435-0989-2250,4038402960.3838,15600.0,04-03-19
45962,4,3561,4093-5500-5727-1238-9174,1247006228.36,3400.0,27-04-09
36848,1,6006,4093-5500-9714-6780-9404,2535755158.1316,7200.0,24-02-11
38378,3,5053,4093-5500-0391-5750-9074,793303763.67,22000.0,08-04-15
59354,4,5313,4093-5500-1442-3723-9525,8657758810.40838,3400.0,13-07-16
80466,3,3958,4093-5500-2148-8815-4445,977807812.1312,22000.0,01-08-15
51261,4,1230,4093-5500-1733-5621-5854,5343991933.365,3400.0,07-09-16
89471,4,2463,4093-5500-9131-7292-6955,7322053079.56105,3400.0,06-03-11
42280,3,2946,4093-5500-3465-4182-9723,1478257387.56,22000.0,28-07-22
21572,1,5870,4093-5500-7219-5009-5830,328157977.98,7200.0,15-05-19
11639,4,8094,4093-5500-5595-8513-3867,8769552066.65452,3400.0,28-12-04
33889,3,4525,4093-5500-8841-2678-3140,777889716.70202,22000.0,02-06-01
64881,4,7591,4093-5500-8008-6888-7835,5908371677.5209,3400.0,28-04-05
96370,4,2665,4093-5500-8800-2413-4708,1476894062.36,3400.0,13-11-12
21482,4,8336,4093-5500-5221-6589-2418,1793715168.53462,3400.0,27-07-09
87438,3,3730,4093-5500-3089-8702-8791,9050478718.7,22000.0,18-08-12
73581,4,9354,4093-5500-4365-3924-1050,3979741828.48354,3400.0,01-02-06
50825,2,8564,4093-5500-1132-8870-0034,9059365459.6,15600.0,06-07-12
18355,1,6660,4093-5500-4446-1707-3462,248144234.807,7200.0,13-04-02
63724,4,2372,4093-5500-6226-1385-5955,1495082182.139,3400.0,01-09-23
25467,4,9710,4093-5500-3581-7857-3628,8084726096.527,3400.0,07-02-10
33311,1,3266,4093-5500-7907-2006-5492,7315520712.73768,7200.0,17-01-23
53446,3,9028,4093-5500-2554-1675-6701,3280675221.107,22000.0,20-05-15
81148,2,8645,4093-5500-5664-3056-0986,4368473125.2833,15600.0,13-02-06
87143,4,8544,4093-5500-9039-6491-1411,2265870714.6619,3400.0,21-05-12
60428,3,9101,4093-5500-9702-8327-4550,4339006133.9,22000.0,21-04-22
81710,2,3810,4093-5500-0850-0122-0005,2108327011.8904,15600.0,16-05-02
99473,3,9233,4093-5500-8562-6809-0134,9117895505.37,22000.0,16-06-14
35668,3,1734,4093-5500-8431-9706-3200,3036006280.26,22000.0,23-05-24
75133,1,4236,4093-5500-8340-8421-1819,7327797340.51833,7200.0,25-11-23
90824,2,8859,4093-5500-7474-0450-8328,1218140246.315,15600.0,13-11-09
89420,3,8086,4093-5500-6034-7864-1281,9870066251.2539,22000.0,28-03-03
26500,3,8234,4093-5500-9088-0533-1961,3353617672.2,22000.0,27-07-12
37686,3,3780,4093-5500-6853-5036-9568,4720427638.436,22000.0,06-11-12
81333,3,7098,4093-5500-7350-5290-3039,8686116780.5903,22000.0,19-11-19
65909,4,3221,4093-5500-4029-7092-8840,2707294307.951,3400.0,04-01-07
25138,3,8871,4093-5500-6418-0497-9127,9642056249.21086,22000.0,14-12-15
97090,1,8582,4093-5500-4838-3096-4249,2220958644.985,7200.0,23-04-07
80992,3,9041,4093-5500-6214-8234-6234,6257254290.37,22000.0,28-03-13
93084,1,3201,4093-5500-9604-6410-4398,8677976093.9549,7200.0,21-02-23
77923,3,9899,4093-5500-0989-6712-7172,4123350074.658,22000.0,18-06-21
61506,3,3904,4093-5500-7712-3366-9135,2136617237.45482,22000.0,06-06-19
62408,1,6192,4093-5500-6184-0987-6107,9139703935.75,7200.0,29-05-04
29089,2,6298,4093-5500-8828-6937-4838,9001444841.82,15600.0,23-12-15
69274,3,9091,4093-5500-1358-9747-4216,8249691509.78,22000.0,25-05-22
28631,2,4420,4093-5500-2788-5045-7944,1407126121.3,15600.0,28-02-02
73700,2,8574,4093-5500-8964-0359-4136,8900090935.509,15600.0,25-12-07
70881,4,9503,4093-5500-5934-0265-6919,7439308712.709,3400.0,06-06-02
87956,1,2858,4093-5500-1954-1837-3305,7719212603.7,7200.0,14-06-02
76539,3,6466,4093-5500-9478-9583-0489,1535217022.3775,22000.0,26-09-16
38285,1,6249,4093-5500-0149-8808-9441,2752929206.1,7200.0,16-01-10
29099,4,8397,4093-5500-0798-7691-2053,4598471442.6,3400.0,01-11-23
72687,1,9920,4093-5500-9107-3081-4271,210200738.452,7200.0,08-12-08
60978,1,8923,4093-5500-5924-3610-1322,6271367033.139,7200.0,01-07-20
97687,3,2976,4093-5500-0820-2417-2203,5618861826.34055,22000.0,11-07-09
92222,1,9912,4093-5500-5350-6491-3934,2602574115.73,7200.0,29-09-12
94750,1,2071,4093-5500-9884-1795-5870,8837760993.9,7200.0,06-01-23
96191,2,8454,4093-5500-2045-5109-3505,8978155336.643,15600.0,09-01-26
32704,4,8272,4093-5500-5085-5711-5553,8745281547.668,3400.0,08-05-17
62055,4,9693,4093-5500-7762-6267-7926,5859378840.86,3400.0,04-12-04
21467,3,6091,4093-5500-4003-6650-5888,5027324412.3,22000.0,03-02-12
42642,3,2266,4093-5500-7870-4132-4188,5623170439.16,22000.0,13-08-24
44937,3,3206,4093-5500-9449-4216-9386,6290446208.3447,22000.0,18-03-14
98234,2,9074,4093-5500-8628-8324-8535,7605635722.2168,15600.0,05-01-22
59107,2,6988,4093-5500-7400-0294-4892,7306824459.9,15600.0,04-11-05
14625,4,9228,4093-5500-0078-9314-4219,8516753586.5495,3400.0,22-11-19
79745,4,3423,4093-5500-4013-9862-7537,6641908278.3818,3400.0,23-01-24
63699,4,8588,4093-5500-0513-7735-1508,6346192993.0,3400.0,20-07-22
65169,2,2884,4093-5500-7301-4336-7787,6421987326.3069,15600.0,25-08-14
57288,4,3337,4093-5500-9550-4110-9000,7019419024.3576,3400.0,04-11-06
39590,4,9841,4093-5500-7485-4064-5455,4530915519.12,3400.0,18-05-22
67867,4,1457,4093-5500-2696-8863-5603,5433560449.352,3400.0,19-04-19
82224,1,3294,4093-5500-1436-3418-2102,4686848581.6,7200.0,18-03-25
38307,4,6247,4093-5500-4477-7123-6355,85125340.6,3400.0,28-05-04
76240,1,7356,4093-5500-5782-4564-8866,6766654858.358,7200.0,01-11-25
87339,1,4735,4093-5500-0111-7368-7806,9072675919.5,7200.0,25-04-20
35795,1,5207,4093-5500-6493-0536-4778,7390667533.67,7200.0,10-03-06
94974,4,1929,4093-5500-9793-5475-1971,4008732878.65,3400.0,20-05-13
63648,3,5297,4093-5500-1018-0210-7547,2155137138.8,22000.0,08-09-08
97045,3,6655,4093-5500-5357-4902-0123,9365470432.24035,22000.0,27-12-11
89016,1,1612,4093-5500-2498-6585-2133,9926519214.77,7200.0,23-06-12
23082,1,2527,4093-5500-0844-2276-4569,9435000260.0,7200.0,08-05-22
34005,2,3423,4093-5500-5988-0014-5629,7489006761.28899,15600.0,02-08-02
26412,2,3040,4093-5500-0874-1860-7028,1334729082.3,15600.0,04-06-05
75477,2,1987,4093-5500-6855-7127-1298,1523915140.44,15600.0,02-02-18
88502,4,5148,4093-5500-9311-5517-0634,1295743133.4287,3400.0,08-03-15
41614,1,2071,4093-5500-0971-4057-9158,1924030778.6,7200.0,29-08-11
40028,4,1171,4093-5500-0575-2889-7310,7603291365.4162,3400.0,15-02-04
17997,4,1675,4093-5500-1745-6364-4255,4554392387.57,3400.0,07-07-07
69789,3,5548,4093-5500-8213-0394-6633,6321239829.56,22000.0,08-10-24
75234,4,7815,4093-5500-0895-7947-8756,2993028012.35629,3400.0,08-07-04
62382,3,3266,4093-5500-4509-0752-7476,9247134998.8032,22000.0,24-01-03
62456,1,1967,4093-5500-7946-2340-9944,2958144936.45,7200.0,18-12-18
89257,4,2351,4093-5500-1061-4283-7723,1178101915.98,3400.0,14-03-24
92502,3,1631,4093-5500-0131-6338-3141,9528036527.26,22000.0,08-12-22
54180,2,8459,4093-5500-1299-6945-0730,679343388.967,15600.0,04-01-20
67710,1,3727,4093-5500-1962-5040-0038,9195144040.722,7200.0,26-01-23
80489,2,3780,4093-5500-3980-1305-9448,1272988620.2,15600.0,03-02-12
12936,4,1631,4093-5500-5538-0239-8523,1100883776.246,3400.0,13-08-15
63660,3,1673,4093-5500-0400-1036-7033,8129791907.63717,22000.0,18-04-21
68073,4,5313,4093-5500-5763-9608-0431,7686378818.52,3400.0,10-12-16
43549,3,6364,4093-5500-2687-7664-4145,6796400968.638,22000.0,14-11-11
85259,4,3109,4093-5500-7301-6875-5161,7270878937.86,3400.0,21-01-13
28598,2,2889,4093-5500-7211-2238-9298,7589104108.7943,15600.0,07-12-12
47465,1,5638,4093-5500-1669-4720-5929,8851149846.8,7200.0,21-03-09
60397,4,2803,4093-5500-4505-8899-8510,6007545259.75109,3400.0,30-08-25
49754,3,9856,4093-5500-7666-8501-3663,6908185633.36,22000.0,20-02-25
60862,3,6143,4093-5500-8180-0863-3288,327142839.4265,22000.0,04-01-20
40451,4,1522,4093-5500-8644-0554-9296,1449973798.5,3400.0,21-08-23
32927,3,1073,4093-5500-8230-1422-8675,9151978770.5,22000.0,28-06-03
88645,3,1012,4093-5500-7151-1220-9728,4628035876.25,22000.0,24-07-18
79579,1,8128,4093-5500-4846-7768-4492,2169217777.836,7200.0,03-04-18
64159,3,3103,4093-5500-0544-5936-7767,6891987382.4,22000.0,19-03-19
52571,4,9308,4093-5500-8576-4815-0272,5596477927.6,3400.0,16-01-18
84117,1,8645,4093-5500-4920-8465-0991,5287438336.253,7200.0,10-06-07
11147,4,3424,4093-5500-9095-7458-0634,8889088463.19,3400.0,20-08-12
95549,2,9674,4093-5500-1780-3522-9002,858606600.69437,15600.0,01-04-09
50694,1,2840,4093-5500-5349-4888-0955,2902508613.5167,7200.0,25-04-25
12861,1,2372,4093-5500-5154-0908-4436,2319681480.54,7200.0,25-04-12
10440,1,8094,4093-5500-5714-3357-6192,1278585721.78026,7200.0,08-10-03
54124,1,6229,4093-5500-6100-2198-1318,1548273383.4,7200.0,24-04-13
89556,1,9912,4093-5500-5378-0842-2015,9692229992.55,7200.0,05-01-10
60163,4,3876,4093-5500-3086-6221-1847,4386647839.2,3400.0,02-11-20
72627,1,3644,4093-5500-9395-0863-7717,291610384.65817,7200.0,22-02-05
31222,4,8590,4093-5500-8454-7498-5195,2478822127.59,3400.0,11-12-14
27610,2,3009,4093-5500-7947-6119-3503,4490609108.8,15600.0,11-06-04
21227,1,2753,4093-5500-1490-1291-2842,1419292568.93,7200.0,20-07-25
78694,4,8400,4093-5500-9076-2052-6049,3677919371.6,3400.0,04-08-13
43859,2,7288,4093-5500-7435-7326-6984,3040686290.14,15600.0,06-07-20
73582,3,2412,4093-5500-1985-0570-8233,6077478876.464,22000.0,07-04-08
71932,3,3711,4093-5500-3143-7170-6673,8682627728.3,22000.0,13-08-25
25076,4,8272,4093-5500-1064-9022-4959,6126929982.775,3400.0,15-06-18
27298,1,7218,4093-5500-6216-1334-1286,8682098652.4885,7200.0,13-09-24
86620,1,1033,4093-5500-1904-7219-2371,3907768063.56485,7200.0,30-07-17
35295,1,5695,4093-5500-2297-5715-4711,9845489945.9,7200.0,02-07-24
80677,2,5802,4093-5500-6002-8976-9845,5904006246.918,15600.0,24-04-25
82551,2,2659,4093-5500-2874-5166-1737,9525134013.66,15600.0,01-12-18
37805,2,4027,4093-5500-5066-4716-3195,3288297716.124,15600.0,27-09-22
85958,4,7084,4093-5500-4592-8475-8800,1147494314.943,3400.0,14-12-22
21684,3,5017,4093-5500-0906-0610-5741,4072544005.754,22000.0,30-10-16
99119,2,4150,4093-5500-6373-8945-5501,6460657151.8,15600.0,05-12-14
75877,2,2993,4093-5500-6543-9550-7515,9920707776.4229,15600.0,07-12-25
37277,3,6979,4093-5500-7563-6926-7070,913723566.93095,22000.0,23-08-06
49933,3,2423,4093-5500-2913-8232-2231,8035745709.148,22000.0,24-02-09
76328,3,3489,4093-5500-9131-6602-4390,4578605710.40977,22000.0,02-02-13
62610,3,5159,4093-5500-6428-6834-8089,1305707208.38,22000.0,22-05-09
24211,2,5167,4093-5500-4459-4644-5532,5573343116.7801,15600.0,17-09-03
72866,4,6211,4093-5500-7871-2729-7583,1193293641.18,3400.0,25-04-23
45429,3,9856,4093-5500-1283-8797-4115,5894797160.87042,22000.0,28-09-22
18524,2,2771,4093-5500-3949-1906-9239,3774030186.9,15600.0,07-01-22
47057,2,5643,4093-5500-7406-7986-9648,9867183737.9,15600.0,18-07-25
68527,3,9870,4093-5500-6428-0279-0708,2398027834.9,22000.0,02-08-03
43355,1,6516,4093-5500-6135-5150-3463,4774302935.58906,7200.0,16-06-16
41079,1,6401,4093-5500-4813-3657-7050,5082587605.99,7200.0,02-08-16
31749,1,3829,4093-5500-1526-8298-1595,9151495662.3,7200.0,01-01-17
55982,4,6295,4093-5500-9499-9064-0396,7015127898.3475,3400.0,22-06-17
34347,1,5307,4093-5500-2081-1561-7631,9976568304.4215,7200.0,12-09-20
31765,1,6196,4093-5500-8689-5250-7519,3144180258.66034,7200.0,01-03-09
56273,1,7356,4093-5500-9897-0495-4759,6825261864.444,7200.0,26-02-08
91544,1,6264,4093-5500-6572-3933-7144,8883851153.93123,7200.0,26-04-21
30024,3,9941,4093-5500-0432-2876-5374,9514210322.40006,22000.0,08-09-16
16012,1,4861,4093-5500-7363-0879-8174,3317226838.73,7200.0,10-08-03
89224,1,4900,4093-5500-6265-0788-1975,5782576206.382,7200.0,16-04-01
60542,1,6773,4093-5500-9510-0199-6680,5386057486.46,7200.0,31-08-01
14725,3,5017,4093-5500-9216-6609-2290,8899797232.908,22000.0,06-10-03
51059,2,7492,4093-5500-7247-6310-7231,7432524883.54493,15600.0,17-08-25
23078,2,1171,4093-5500-6998-6721-1204,215329574.81,15600.0,10-11-20
66693,2,7238,4093-5500-2491-2202-5185,6563304722.26111,15600.0,21-03-18
41123,2,4026,4093-5500-7874-5116-3266,9201255966.286,15600.0,10-01-19
91978,3,8029,4093-5500-4216-9346-4237,6698128888.78,22000.0,19-02-14
54891,1,9270,4093-5500-4594-5484-0948,643887064.6,7200.0,23-12-15
44989,1,2129,4093-5500-3755-6179-7167,4464379613.3003,7200.0,06-03-21
57748,4,7591,4093-5500-5577-5772-8648,7150745316.4845,3400.0,18-07-03
74532,1,7005,4093-5500-5223-5830-1632,2357535443.811,7200.0,17-08-09
12664,2,5313,4093-5500-1781-7548-7888,6156989485.93,15600.0,29-01-02
46671,1,1522,4093-5500-7955-2463-6378,7598349100.4,7200.0,23-06-07
25283,3,5428,4093-5500-0570-3176-9431,6420865563.8,22000.0,18-12-09
57867,4,9636,4093-5500-3644-2675-2476,9009298671.2,3400.0,06-09-20
45788,3,5724,4093-5500-0799-5470-9756,3957643990.34295,22000.0,30-01-25
39843,4,3258,4093-5500-2527-2501-4033,5574390724.18,3400.0,14-11-05
77564,1,6854,4093-5500-4124-3602-1890,5600874880.58,7200.0,23-07-04
23238,2,7956,4093-5500-4916-6709-9235,6473697792.77884,15600.0,23-12-20
88932,1,6926,4093-5500-7157-5160-5737,9541013072.73544,7200.0,31-03-04
35141,2,5172,4093-5500-1694-4846-6069,7056328788.31626,15600.0,11-04-10
68238,1,2666,4093-5500-4870-8040-7721,5880919467.229,7200.0,17-05-09
39708,1,1087,4093-5500-5321-9196-4687,6251414000.471,7200.0,04-10-21
19791,3,2780,4093-5500-8691-0972-0525,3971031042.92896,22000.0,23-10-21
76832,1,4027,4093-5500-8084-2705-9089,6927451816.9204,7200.0,18-01-20
73418,3,7049,4093-5500-8583-9646-6875,5034283738.35576,22000.0,31-12-02
46686,1,6963,4093-5500-9802-7628-5060,7420822982.669,7200.0,26-05-10
16126,3,7084,4093-5500-2617-2052-3174,6475221277.82869,22000.0,06-09-17
92370,1,3200,4093-5500-1876-2756-3316,5546701466.89,7200.0,02-08-08
69410,2,1706,4093-5500-1723-4092-9313,3188480892.29,15600.0,07-08-19
91209,2,3476,4093-5500-6873-7105-1504,2416017828.1,15600.0,14-06-01
20923,3,6221,4093-5500-9067-3098-2211,6537041003.9907,22000.0,25-05-01
93122,4,2140,4093-5500-7684-2430-9648,6445535306.8,3400.0,02-05-12
86466,1,2362,4093-5500-0783-8099-4628,8294214169.9423,7200.0,18-07-18
12611,3,8783,4093-5500-4488-3206-8881,944603045.785,22000.0,20-09-16
88291,1,8234,4093-5500-6713-7897-2076,3385070126.60056,7200.0,21-02-13
71171,2,7417,4093-5500-0843-9671-2143,6685219224.7,15600.0,08-08-19
36227,2,9882,4093-5500-2857-8911-1598,1345282788.48204,15600.0,18-04-07
96900,2,4434,4093-5500-6315-1285-4856,3902968003.145,15600.0,27-08-10
47479,1,2305,4093-5500-9700-3196-6331,432269337.3,7200.0,06-11-22
33710,1,2352,4093-5500-2889-9315-5944,5796228941.457,7200.0,09-05-22
48655,2,8715,4093-5500-6454-8696-6292,7389437128.9409,15600.0,31-03-25
91547,2,1901,4093-5500-0727-7540-4792,1490341767.295,15600.0,07-03-18
77652,2,1876,4093-5500-9151-5489-8976,3425716070.472,15600.0,07-02-09
28576,2,8167,4093-5500-1162-6425-5618,948693148.8,15600.0,13-06-09
65412,4,9753,4093-5500-6754-8703-0252,1950039425.8,3400.0,11-10-21
39517,4,2837,4093-5500-6805-2964-5486,4239954144.6,3400.0,11-10-03
49858,4,9518,4093-5500-9932-0111-6578,2291794995.4771,3400.0,30-12-13
99521,2,3858,4093-5500-9305-1914-4020,7648075369.214,15600.0,04-07-06
58567,2,3602,4093-5500-7938-0430-7359,8775118758.1,15600.0,19-03-14
35178,1,2627,4093-5500-4783-2403-5806,9267910388.797,7200.0,15-10-21
38636,2,7458,4093-5500-4739-6580-6550,4789528931.6956,15600.0,15-07-06
90554,4,1955,4093-5500-9381-7140-7144,5614261707.58,3400.0,16-09-12
49414,4,5705,4093-5500-2850-8418-7891,747075895.5129,3400.0,29-10-03
79882,2,7005,4093-5500-7797-0525-8863,1545409001.8,15600.0,11-11-19
38956,2,8209,4093-5500-4891-7783-3067,4604648140.189,15600.0,07-04-24
85673,3,8607,4093-5500-4452-2463-1045,9196417365.899,22000.0,30-10-04
51162,1,6232,4093-5500-0322-8847-3916,4172998507.108,7200.0,19-09-21
60917,3,6620,4093-5500-3019-3404-6004,3216865063.3112,22000.0,04-05-04
31531,4,1568,4093-5500-9456-4002-3853,1295368285.21142,3400.0,06-10-08
